http_code	remote_ip	dns_ms	tcp_ms	tls_ms	ttfb_ms	total_ms	upload_bytes	upload_speed_Bps	download_bytes
200	162.159.140.220	30.275	30.744	74.851	94.699	408.041	10000000	24507341	0
